case_id,witness_type,reliability_rating
20251030-1236,Witness,Low
20251030-1237,Expert,Low
20251030-1237,Witness,Medium
20251030-1238,Victim,Medium
20251030-1238,Witness,Low
20251030-1239,Witness,Medium
20251030-1241,Victim,High
20251030-1243,Witness,Low
20251030-1243,Expert,High
20251030-1243,Victim,High
20251030-1244,Victim,Low
20251030-1244,Witness,Medium
20251030-1244,Witness,High
20251030-1244,Victim,Medium
20251030-1245,Victim,High
20251030-1245,Expert,High
20251030-1245,Victim,Low
20251030-1248,Expert,Low
20251030-1248,Witness,Medium
20251030-1252,Victim,Low
20251030-1252,Expert,Low
20251030-1252,Witness,High
20251030-1253,Witness,Medium
20251030-1253,Victim,Medium
20251030-1253,Witness,High
20251030-1255,Expert,Low
20251030-1257,Victim,Low
20251030-1258,Witness,High
20251030-1258,Victim,Medium
20251030-1262,Victim,Low
20251030-1264,Victim,High
20251030-1264,Expert,Low
20251030-1264,Expert,Medium
20251030-1264,Witness,High
20251030-1265,Witness,High
20251030-1265,Witness,High
20251030-1266,Victim,High
20251030-1266,Witness,Medium
20251030-1266,Expert,High
20251030-1266,Victim,Medium
20251030-1268,Victim,Medium
20251030-1268,Victim,Medium
20251030-1268,Victim,Low
20251030-1269,Expert,High
20251030-1269,Victim,High
20251030-1269,Victim,High
20251030-1271,Expert,Low
20251030-1273,Victim,Medium
20251030-1273,Witness,High
20251030-1273,Victim,High
20251030-1273,Witness,Low
20251030-1277,Witness,High
20251030-1277,Victim,Low
20251030-1277,Witness,High
20251030-1277,Witness,Medium
20251030-1278,Expert,High
20251030-1278,Witness,High
20251030-1278,Victim,High
20251030-1279,Victim,High
20251030-1279,Victim,High
20251030-1280,Victim,Low
20251030-1281,Witness,High
20251030-1281,Witness,High
20251030-1281,Expert,Low
20251030-1281,Witness,Low
20251030-1283,Expert,Low
20251030-1283,Expert,High
20251030-1285,Expert,High
20251030-1285,Witness,Low
20251030-1285,Witness,Medium
20251030-1286,Expert,High
20251030-1286,Victim,Low
20251030-1286,Victim,Low
20251030-1288,Witness,High
20251030-1288,Expert,Low
20251030-1288,Victim,Medium
20251030-1290,Expert,High
20251030-1290,Expert,Low
20251030-1290,Victim,Low
20251030-1290,Victim,Medium
20251030-1291,Witness,Low
20251030-1292,Expert,High
20251030-1296,Witness,High
20251030-1296,Victim,High
20251030-1298,Expert,Low
20251030-1299,Expert,Low
20251030-1299,Expert,Medium
20251030-1299,Witness,Low
20251030-1300,Victim,High
20251030-1301,Expert,Low
20251030-1301,Victim,Medium
20251030-1301,Victim,Medium
20251030-1301,Victim,High
20251030-1302,Witness,Medium
20251030-1302,Witness,Medium
20251030-1305,Victim,High
20251030-1305,Witness,Low
20251030-1305,Victim,High
20251030-1308,Victim,High
20251030-1308,Witness,Low
20251030-1309,Expert,High
20251030-1310,Expert,Medium
20251030-1310,Witness,Low
20251030-1311,Victim,Low
20251030-1311,Witness,High
20251030-1311,Victim,High
20251030-1316,Witness,Medium
20251030-1316,Victim,Medium
20251030-1316,Witness,Medium
20251030-1316,Victim,Medium
20251030-1317,Witness,Low
20251030-1319,Victim,High
20251030-1320,Victim,High
20251030-1320,Expert,High
20251030-1320,Witness,Medium
20251030-1321,Expert,Medium
20251030-1321,Expert,Medium
20251030-1324,Expert,Medium
20251030-1324,Victim,High
20251030-1325,Expert,High
20251030-1325,Victim,Medium
20251030-1328,Victim,High
20251030-1328,Expert,High
20251030-1328,Victim,Low
20251030-1328,Expert,Low
20251030-1329,Witness,Medium
20251030-1329,Victim,Low
20251030-1329,Victim,Medium
20251030-1331,Victim,Low
20251030-1333,Victim,High
20251030-1333,Victim,Medium
20251030-1333,Victim,Low
20251030-1334,Witness,Medium
20251030-1335,Victim,Low
20251030-1337,Victim,High
20251030-1338,Victim,High
20251030-1342,Expert,High
20251030-1342,Expert,Low
20251030-1342,Expert,High
20251030-1344,Victim,Low
20251030-1344,Expert,Medium
20251030-1344,Expert,High
20251030-1344,Expert,Medium
20251030-1346,Victim,Medium
20251030-1346,Witness,Medium
20251030-1348,Expert,Low
20251030-1350,Expert,Low
20251030-1352,Expert,High
20251030-1352,Expert,High
20251030-1352,Expert,Low
20251030-1352,Expert,Medium
20251030-1359,Expert,Low
20251030-1359,Victim,Low
20251030-1359,Witness,Low
20251030-1360,Witness,High
20251030-1360,Expert,High
20251030-1360,Witness,Low
20251030-1360,Witness,High
20251030-1361,Victim,Low
20251030-1361,Expert,Low
20251030-1362,Victim,Medium
20251030-1365,Witness,High
20251030-1365,Victim,Medium
20251030-1365,Victim,Medium
20251030-1365,Expert,High
20251030-1367,Expert,High
20251030-1367,Victim,Medium
20251030-1367,Expert,Medium
20251030-1368,Witness,Medium
20251030-1368,Victim,Low
20251030-1368,Victim,Medium
20251030-1369,Witness,Medium
20251030-1369,Witness,Medium
20251030-1370,Expert,High
20251030-1372,Expert,Medium
20251030-1373,Victim,High
20251030-1373,Witness,Medium
20251030-1373,Witness,High
20251030-1374,Witness,Low
20251030-1374,Witness,Medium
20251030-1374,Witness,High
20251030-1375,Victim,Medium
20251030-1376,Victim,Low
20251030-1376,Victim,Low
20251030-1376,Expert,Medium
20251030-1376,Victim,Low
20251030-1377,Witness,Medium
20251030-1377,Witness,Medium
20251030-1377,Witness,Low
20251030-1378,Witness,Low
20251030-1378,Witness,Medium
20251030-1378,Witness,Medium
20251030-1378,Victim,Medium
20251030-1379,Witness,Medium
20251030-1379,Expert,High
20251030-1379,Expert,Medium
20251030-1381,Expert,High
20251030-1388,Victim,Medium
20251030-1388,Victim,High
20251030-1388,Victim,Low
20251030-1388,Victim,Medium
20251030-1391,Expert,Medium
20251030-1391,Witness,Medium
20251030-1391,Victim,High
20251030-1392,Expert,Low
20251030-1393,Witness,Medium
20251030-1393,Expert,Medium
20251030-1393,Witness,High
20251030-1394,Victim,High
20251030-1394,Expert,High
20251030-1394,Victim,High
20251030-1396,Victim,Low
20251030-1396,Expert,Low
20251030-1396,Victim,Low
20251030-1397,Expert,High
20251030-1397,Victim,Low
20251030-1397,Expert,High
20251030-1398,Witness,Medium
20251030-1398,Expert,High
20251030-1398,Expert,Medium
20251030-1398,Witness,High
20251030-1400,Witness,Low
20251030-1400,Witness,Medium
20251030-1400,Witness,Medium
20251030-1401,Victim,Medium
20251030-1401,Victim,Low
20251030-1401,Witness,Low
20251030-1403,Witness,Medium
20251030-1403,Witness,Medium
20251030-1404,Witness,Medium
20251030-1405,Expert,High
20251030-1405,Expert,High
20251030-1405,Victim,Medium
20251030-1408,Witness,Medium
20251030-1408,Victim,Low
20251030-1409,Witness,High
20251030-1409,Expert,Low
20251030-1409,Expert,Low
20251030-1409,Expert,Medium
20251030-1412,Expert,High
20251030-1412,Victim,Medium
20251030-1412,Victim,High
20251030-1415,Expert,High
20251030-1415,Witness,Low
20251030-1415,Victim,High
20251030-1416,Expert,High
20251030-1416,Witness,Low
20251030-1420,Victim,Low
20251030-1422,Witness,Medium
20251030-1422,Victim,High
20251030-1425,Expert,Low
20251030-1426,Victim,High
20251030-1426,Victim,Low
20251030-1426,Victim,Medium
20251030-1426,Expert,High
20251030-1428,Victim,High
20251030-1428,Expert,High
20251030-1433,Witness,High
20251030-1433,Expert,High
20251030-1433,Victim,High
20251030-1436,Expert,Low
20251030-1437,Expert,Low
20251030-1437,Victim,Medium
20251030-1437,Expert,Low
20251030-1439,Expert,Low
20251030-1439,Witness,Medium
20251030-1440,Witness,Low
20251030-1440,Victim,High
20251030-1440,Victim,Low
20251030-1440,Victim,High
20251030-1442,Expert,Low
20251030-1442,Victim,High
20251030-1444,Victim,Medium
20251030-1444,Victim,Medium
20251030-1444,Witness,Low
20251030-1446,Victim,Medium
20251030-1447,Expert,Low
20251030-1447,Expert,Medium
20251030-1447,Witness,Medium
20251030-1447,Witness,Low
20251030-1448,Witness,Medium
20251030-1448,Witness,Medium
20251030-1448,Victim,Low
20251030-1451,Expert,Medium
20251030-1452,Expert,Low
20251030-1452,Expert,High
20251030-1452,Witness,Medium
20251030-1452,Victim,Medium
20251030-1454,Witness,High
20251030-1456,Expert,High
20251030-1461,Victim,High
20251030-1461,Witness,High
20251030-1461,Expert,High
20251030-1462,Expert,Low
20251030-1462,Witness,High
20251030-1462,Expert,High
20251030-1466,Expert,Low
20251030-1466,Witness,Medium
20251030-1469,Witness,Medium
20251030-1469,Expert,Low
20251030-1469,Victim,Low
20251030-1470,Witness,Medium
20251030-1470,Victim,Medium
20251030-1471,Expert,Medium
20251030-1471,Witness,Medium
20251030-1471,Victim,Medium
20251030-1472,Victim,High
20251030-1473,Victim,Medium
20251030-1473,Expert,Medium
20251030-1473,Witness,Medium
20251030-1473,Witness,Medium
20251030-1474,Victim,Medium
20251030-1474,Victim,Low
20251030-1474,Expert,High
20251030-1475,Victim,Medium
20251030-1475,Victim,Low
20251030-1475,Witness,High
20251030-1475,Witness,Low
20251030-1478,Witness,Low
20251030-1478,Victim,Low
20251030-1480,Witness,Low
20251030-1481,Victim,Medium
20251030-1481,Expert,Medium
20251030-1484,Witness,High
20251030-1486,Witness,High
20251030-1486,Victim,Low
20251030-1487,Witness,Medium
20251030-1487,Victim,Medium
20251030-1487,Victim,Low
20251030-1487,Victim,Low
20251030-1488,Witness,Medium
20251030-1488,Victim,Medium
20251030-1488,Witness,High
20251030-1489,Victim,Low
20251030-1489,Expert,High
20251030-1490,Victim,Low
20251030-1490,Witness,High
20251030-1490,Witness,High
20251030-1490,Witness,Medium
20251030-1491,Witness,High
20251030-1491,Witness,Medium
20251030-1491,Expert,Low
20251030-1493,Victim,Low
20251030-1493,Victim,Low
20251030-1493,Victim,Medium
20251030-1493,Witness,Medium
20251030-1495,Victim,Low
20251030-1495,Witness,High
20251030-1496,Expert,High
20251030-1496,Witness,Low
20251030-1496,Witness,Medium
20251030-1496,Expert,Low
20251030-1497,Witness,Medium
20251030-1497,Victim,High
20251030-1497,Expert,Low
20251030-1500,Expert,Low
20251030-1500,Victim,High
20251030-1500,Witness,Medium
20251030-1500,Expert,Medium
20251030-1501,Victim,Medium
20251030-1501,Witness,Medium
20251030-1501,Witness,Low
20251030-1501,Expert,High
20251030-1502,Witness,Low
20251030-1506,Victim,Low
20251030-1506,Witness,Low
20251030-1506,Expert,Medium
20251030-1507,Witness,Low
20251030-1507,Expert,Low
20251030-1507,Victim,Low
20251030-1507,Witness,Low
20251030-1508,Witness,Medium
20251030-1508,Witness,Low
20251030-1509,Expert,High
20251030-1509,Witness,Low
20251030-1510,Victim,High
20251030-1510,Witness,Medium
20251030-1512,Expert,High
20251030-1512,Expert,High
20251030-1513,Victim,Medium
20251030-1515,Witness,Medium
20251030-1515,Witness,High
20251030-1515,Victim,Low
20251030-1518,Witness,Low
20251030-1518,Witness,Medium
20251030-1518,Witness,High
20251030-1520,Expert,High
20251030-1522,Expert,High
20251030-1522,Victim,High
20251030-1522,Victim,High
20251030-1522,Expert,Low
20251030-1523,Witness,Low
20251030-1523,Expert,Medium
20251030-1525,Expert,Low
20251030-1526,Victim,High
20251030-1526,Expert,Low
20251030-1526,Expert,Medium
20251030-1527,Victim,Medium
20251030-1527,Expert,High
20251030-1527,Witness,Low
20251030-1527,Witness,High
20251030-1529,Witness,High
20251030-1529,Expert,Low
20251030-1529,Witness,Medium
20251030-1529,Witness,Low
20251030-1530,Victim,High
20251030-1530,Expert,Low
20251030-1530,Expert,Medium
20251030-1530,Victim,Low
20251030-1532,Expert,Medium
20251030-1532,Expert,Low
20251030-1532,Witness,Low
20251030-1533,Victim,Medium
20251030-1533,Witness,Medium
20251030-1534,Witness,High
20251030-1534,Witness,Medium
20251030-1534,Victim,Low
20251030-1535,Victim,Medium
20251030-1535,Victim,Low
20251030-1535,Victim,Low
20251030-1536,Victim,Low
20251030-1537,Expert,Low
20251030-1537,Expert,Low
20251030-1537,Expert,Medium
20251030-1537,Victim,Low
20251030-1538,Victim,Low
20251030-1538,Expert,Medium
20251030-1538,Victim,Low
20251030-1540,Expert,High
20251030-1540,Victim,Medium
20251030-1540,Victim,High
20251030-1542,Expert,Medium
20251030-1542,Victim,Low
20251030-1543,Expert,High
20251030-1546,Witness,Low
20251030-1546,Victim,Medium
20251030-1546,Expert,High
20251030-1546,Victim,Medium
20251030-1547,Victim,Medium
20251030-1547,Witness,Medium
20251030-1547,Victim,High
20251030-1547,Expert,High
20251030-1548,Victim,Low
20251030-1548,Witness,Medium
20251030-1548,Witness,Medium
20251030-1548,Expert,High
20251030-1549,Witness,Low
20251030-1550,Expert,Medium
20251030-1553,Expert,Low
20251030-1554,Witness,High
20251030-1554,Victim,High
20251030-1555,Expert,Medium
20251030-1557,Expert,Low
20251030-1557,Expert,Low
20251030-1557,Victim,Medium
20251030-1558,Expert,Low
20251030-1561,Victim,High
20251030-1561,Witness,Medium
20251030-1565,Witness,Low
20251030-1565,Victim,Low
20251030-1565,Witness,Low
20251030-1565,Witness,High
20251030-1567,Expert,Medium
20251030-1567,Victim,High
20251030-1567,Victim,Low
20251030-1568,Witness,Low
20251030-1569,Victim,Medium
20251030-1569,Witness,Medium
20251030-1575,Witness,Medium
20251030-1576,Victim,High
20251030-1577,Expert,High
20251030-1577,Witness,Low
20251030-1577,Expert,Medium
20251030-1577,Witness,Medium
20251030-1578,Expert,Low
20251030-1578,Witness,High
20251030-1580,Expert,High
20251030-1580,Witness,Medium
20251030-1580,Victim,High
20251030-1580,Victim,Low
20251030-1581,Expert,Medium
20251030-1581,Victim,High
20251030-1584,Victim,Low
20251030-1584,Witness,Low
20251030-1584,Witness,Medium
20251030-1584,Victim,High
20251030-1585,Witness,Low
20251030-1585,Witness,Medium
20251030-1585,Witness,Medium
20251030-1585,Expert,High
20251030-1586,Expert,Low
20251030-1586,Witness,High
20251030-1586,Victim,High
20251030-1590,Victim,High
20251030-1591,Victim,High
20251030-1591,Expert,Medium
20251030-1591,Witness,High
20251030-1592,Victim,High
20251030-1592,Expert,Low
20251030-1592,Victim,Medium
20251030-1594,Expert,Low
20251030-1594,Witness,High
20251030-1594,Expert,Medium
20251030-1594,Victim,Medium
20251030-1595,Victim,Medium
20251030-1595,Witness,High
20251030-1597,Witness,Low
20251030-1597,Victim,Medium
20251030-1598,Expert,High
20251030-1598,Witness,Low
20251030-1598,Witness,Medium
20251030-1598,Witness,Medium
20251030-1605,Victim,Medium
20251030-1606,Witness,Medium
20251030-1606,Expert,Low
20251030-1606,Witness,Low
20251030-1609,Witness,High
20251030-1609,Victim,Medium
20251030-1609,Expert,High
20251030-1609,Victim,Medium
20251030-1610,Expert,Low
20251030-1612,Witness,Low
20251030-1612,Witness,Medium
20251030-1612,Expert,Low
20251030-1612,Witness,High
20251030-1614,Victim,Low
20251030-1617,Expert,Medium
20251030-1617,Expert,High
20251030-1621,Victim,Low
20251030-1621,Expert,Low
20251030-1621,Witness,High
20251030-1623,Victim,High
20251030-1623,Witness,Low
20251030-1623,Witness,Medium
20251030-1624,Witness,Medium
20251030-1624,Witness,Medium
20251030-1626,Victim,Low
20251030-1626,Witness,Low
20251030-1626,Expert,Medium
20251030-1627,Expert,High
20251030-1627,Expert,Low
20251030-1627,Victim,Medium
20251030-1627,Witness,High
20251030-1628,Victim,Medium
20251030-1628,Expert,Medium
20251030-1628,Victim,High
20251030-1628,Victim,Medium
20251030-1629,Witness,High
20251030-1629,Victim,Medium
20251030-1630,Witness,Medium
20251030-1630,Expert,Medium
20251030-1630,Expert,Medium
20251030-1630,Witness,Low
20251030-1631,Expert,Medium
20251030-1631,Expert,Low
20251030-1631,Victim,High
20251030-1633,Victim,Medium
20251030-1633,Expert,Medium
20251030-1633,Expert,Medium
20251030-1634,Victim,Low
20251030-1634,Victim,High
20251030-1638,Expert,High
20251030-1638,Victim,High
20251030-1638,Expert,Low
20251030-1642,Victim,Medium
20251030-1642,Victim,Medium
20251030-1643,Victim,Low
20251030-1643,Victim,Medium
20251030-1643,Expert,Low
20251030-1643,Victim,High
20251030-1646,Victim,Medium
20251030-1646,Victim,Low
20251030-1647,Witness,Medium
20251030-1647,Victim,Medium
20251030-1647,Victim,Medium
20251030-1650,Victim,High
20251030-1650,Expert,High
20251030-1652,Expert,Low
20251030-1652,Witness,Low
20251030-1655,Victim,Low
20251030-1655,Witness,Low
20251030-1655,Victim,Low
20251030-1656,Expert,Low
20251030-1656,Expert,High
20251030-1656,Expert,Medium
20251030-1657,Witness,High
20251030-1657,Witness,Medium
20251030-1657,Victim,High
20251030-1657,Victim,Low
20251030-1659,Expert,High
20251030-1659,Victim,Medium
20251030-1659,Victim,Medium
20251030-1659,Expert,Medium
20251030-1660,Expert,Low
20251030-1660,Expert,High
20251030-1662,Victim,High
20251030-1663,Witness,Low
20251030-1670,Witness,Low
20251030-1673,Expert,Medium
20251030-1673,Victim,Low
20251030-1673,Witness,Medium
20251030-1676,Witness,Low
20251030-1677,Victim,Low
20251030-1677,Expert,Low
20251030-1677,Witness,Low
20251030-1678,Victim,Low
20251030-1678,Expert,High
20251030-1679,Expert,High
20251030-1679,Expert,Low
20251030-1679,Expert,Medium
20251030-1680,Victim,Medium
20251030-1680,Victim,Medium
20251030-1682,Expert,Low
20251030-1683,Expert,High
20251030-1684,Witness,Medium
20251030-1685,Expert,Medium
20251030-1687,Expert,Medium
20251030-1687,Expert,Medium
20251030-1687,Expert,Low
20251030-1687,Witness,Low
20251030-1688,Expert,High
20251030-1689,Expert,High
20251030-1689,Victim,Low
20251030-1689,Witness,High
20251030-1689,Expert,Medium
20251030-1690,Expert,Medium
20251030-1690,Expert,High
20251030-1690,Expert,High
20251030-1691,Victim,Low
20251030-1691,Witness,High
20251030-1691,Expert,High
20251030-1691,Witness,High
20251030-1692,Victim,Medium
20251030-1692,Witness,Low
20251030-1693,Expert,Medium
20251030-1695,Victim,High
20251030-1696,Witness,High
20251030-1696,Witness,High
20251030-1696,Expert,High
20251030-1696,Expert,Medium
20251030-1697,Expert,Low
20251030-1697,Expert,Medium
20251030-1699,Victim,High
20251030-1699,Witness,Low
20251030-1702,Expert,Medium
20251030-1702,Victim,Medium
20251030-1702,Victim,Low
20251030-1702,Victim,Medium
20251030-1707,Witness,Medium
20251030-1707,Expert,High
20251030-1707,Witness,High
20251030-1708,Expert,Medium
20251030-1708,Expert,High
20251030-1708,Victim,High
20251030-1708,Expert,Medium
20251030-1710,Witness,Low
20251030-1710,Victim,Medium
20251030-1710,Victim,High
20251030-1710,Witness,Medium
20251030-1711,Expert,Medium
20251030-1711,Witness,Medium
20251030-1711,Witness,Medium
20251030-1713,Expert,Medium
20251030-1714,Victim,High
20251030-1714,Witness,Low
20251030-1715,Victim,High
20251030-1715,Expert,Medium
20251030-1715,Witness,Low
20251030-1715,Expert,High
20251030-1716,Expert,Medium
20251030-1716,Expert,Medium
20251030-1718,Witness,Medium
20251030-1718,Victim,Low
20251030-1718,Victim,High
20251030-1719,Victim,High
20251030-1719,Victim,Low
20251030-1719,Expert,Medium
20251030-1719,Witness,Medium
20251030-1721,Expert,Medium
20251030-1722,Expert,High
20251030-1722,Expert,Low
20251030-1723,Victim,Low
20251030-1723,Victim,High
20251030-1723,Expert,Medium
20251030-1724,Expert,Low
20251030-1725,Expert,Medium
20251030-1726,Expert,Medium
20251030-1726,Victim,Low
20251030-1731,Expert,Low
20251030-1731,Expert,High
20251030-1734,Expert,Medium
20251030-1734,Expert,High
20251030-1734,Expert,High
20251030-1736,Expert,Low
20251030-1736,Witness,Medium
20251030-1736,Expert,Low
20251030-1736,Witness,Medium
20251030-1737,Expert,Medium
20251030-1737,Witness,High
20251030-1737,Victim,Low
20251030-1738,Victim,High
20251030-1738,Expert,Low
20251030-1739,Witness,High
20251030-1739,Witness,High
20251030-1739,Witness,Low
20251030-1739,Witness,Medium
20251030-1743,Expert,High
20251030-1743,Expert,Medium
20251030-1743,Expert,Medium
20251030-1743,Victim,High
20251030-1744,Expert,High
20251030-1744,Witness,High
20251030-1744,Victim,High
20251030-1745,Witness,Low
20251030-1746,Witness,High
20251030-1746,Witness,High
20251030-1746,Expert,Low
20251030-1747,Witness,Low
20251030-1747,Expert,Low
20251030-1747,Victim,High
20251030-1748,Witness,Low
20251030-1749,Expert,Medium
20251030-1749,Victim,High
20251030-1749,Victim,High
20251030-1750,Victim,High
20251030-1754,Witness,Low
20251030-1754,Expert,Low
20251030-1757,Victim,Low
20251030-1759,Witness,Low
20251030-1761,Victim,Medium
20251030-1763,Expert,High
20251030-1768,Witness,High
20251030-1772,Witness,Low
20251030-1772,Victim,Medium
20251030-1773,Witness,High
20251030-1773,Expert,High
20251030-1774,Witness,Medium
20251030-1775,Victim,High
20251030-1775,Expert,Medium
20251030-1775,Victim,High
20251030-1776,Witness,High
20251030-1776,Victim,Low
20251030-1777,Victim,High
20251030-1778,Expert,High
20251030-1778,Victim,Low
20251030-1780,Expert,Medium
20251030-1780,Expert,Low
20251030-1782,Victim,High
20251030-1782,Victim,Medium
20251030-1782,Expert,Medium
20251030-1782,Victim,Medium
20251030-1783,Expert,Medium
20251030-1785,Victim,Low
20251030-1786,Expert,Medium
20251030-1786,Expert,High
20251030-1786,Expert,Low
20251030-1786,Witness,High
20251030-1790,Expert,High
20251030-1790,Victim,Medium
20251030-1790,Victim,Medium
20251030-1790,Victim,High
20251030-1791,Witness,Medium
20251030-1791,Expert,Low
20251030-1791,Expert,Low
20251030-1791,Expert,High
20251030-1792,Witness,Low
20251030-1792,Victim,Medium
20251030-1792,Expert,High
20251030-1792,Victim,Medium
20251030-1794,Victim,Low
20251030-1794,Victim,Low
20251030-1794,Expert,High
20251030-1801,Expert,Low
20251030-1801,Witness,Medium
20251030-1801,Witness,Low
20251030-1803,Witness,High
20251030-1803,Witness,Low
20251030-1803,Victim,Medium
20251030-1804,Victim,Medium
20251030-1804,Expert,High
20251030-1804,Witness,Low
20251030-1804,Witness,Medium
20251030-1808,Victim,Medium
20251030-1808,Expert,High
20251030-1808,Witness,Medium
20251030-1808,Expert,High
20251030-1809,Witness,Low
20251030-1811,Expert,High
20251030-1811,Victim,Low
20251030-1811,Witness,Medium
20251030-1811,Victim,High
20251030-1812,Witness,Medium
20251030-1815,Witness,Medium
20251030-1815,Expert,High
20251030-1815,Victim,High
20251030-1815,Expert,High
20251030-1816,Victim,Low
20251030-1817,Expert,Medium
20251030-1817,Witness,Medium
20251030-1819,Expert,Medium
20251030-1819,Witness,High
20251030-1820,Witness,Low
20251030-1820,Expert,Medium
20251030-1820,Victim,Medium
20251030-1820,Victim,Low
20251030-1821,Victim,Low
20251030-1821,Victim,Medium
20251030-1823,Victim,Medium
20251030-1823,Victim,Medium
20251030-1823,Victim,Low
20251030-1823,Expert,Medium
20251030-1826,Victim,High
20251030-1826,Expert,High
20251030-1827,Victim,High
20251030-1827,Victim,Medium
20251030-1827,Expert,High
20251030-1828,Expert,High
20251030-1828,Witness,High
20251030-1828,Witness,Medium
20251030-1828,Victim,Low
20251030-1833,Witness,Low
20251030-1833,Witness,Low
20251030-1833,Victim,High
20251030-1837,Witness,Low
20251030-1837,Victim,Low
20251030-1838,Expert,Medium
20251030-1839,Expert,Low
20251030-1839,Victim,High
20251030-1843,Expert,Low
20251030-1844,Witness,Medium
20251030-1844,Expert,Medium
20251030-1844,Victim,High
20251030-1847,Expert,Low
20251030-1848,Witness,High
20251030-1848,Expert,Medium
20251030-1848,Expert,High
20251030-1848,Witness,High
20251030-1849,Witness,Medium
20251030-1849,Expert,Medium
20251030-1849,Witness,Medium
20251030-1853,Victim,High
20251030-1853,Witness,Medium
20251030-1857,Victim,High
20251030-1858,Expert,Medium
20251030-1858,Expert,Medium
20251030-1858,Victim,Low
20251030-1858,Victim,Low
20251030-1861,Victim,High
20251030-1861,Victim,High
20251030-1861,Witness,Medium
20251030-1863,Expert,High
20251030-1863,Victim,Medium
20251030-1864,Expert,High
20251030-1864,Expert,High
20251030-1864,Witness,High
20251030-1865,Witness,Medium
20251030-1867,Expert,Medium
20251030-1867,Victim,Low
20251030-1867,Witness,Low
20251030-1868,Expert,High
20251030-1868,Victim,High
20251030-1869,Victim,Medium
20251030-1869,Expert,High
20251030-1869,Witness,High
20251030-1871,Expert,High
20251030-1871,Victim,Low
20251030-1871,Victim,High
20251030-1871,Witness,Medium
20251030-1872,Victim,Low
20251030-1872,Expert,Low
20251030-1875,Witness,Medium
20251030-1878,Witness,High
20251030-1878,Victim,Medium
20251030-1878,Expert,Low
20251030-1879,Victim,Low
20251030-1879,Witness,Low
20251030-1879,Witness,Medium
20251030-1879,Victim,Low
20251030-1883,Expert,Low
20251030-1884,Victim,Low
20251030-1884,Witness,Medium
20251030-1884,Expert,Medium
20251030-1884,Witness,High
20251030-1885,Witness,Medium
20251030-1885,Victim,Medium
20251030-1885,Witness,High
20251030-1885,Witness,Low
20251030-1887,Victim,High
20251030-1887,Witness,High
20251030-1888,Victim,Low
20251030-1888,Expert,High
20251030-1888,Expert,High
20251030-1889,Witness,High
20251030-1889,Witness,High
20251030-1889,Victim,Medium
20251030-1889,Witness,Low
20251030-1890,Victim,High
20251030-1890,Victim,Medium
20251030-1891,Expert,Medium
20251030-1891,Expert,Low
20251030-1891,Victim,High
20251030-1893,Victim,Medium
20251030-1893,Victim,Medium
20251030-1894,Expert,Low
20251030-1894,Witness,High
20251030-1894,Witness,Medium
20251030-1895,Expert,Medium
20251030-1898,Victim,High
20251030-1898,Expert,Low
20251030-1899,Expert,Medium
20251030-1901,Expert,Low
20251030-1901,Expert,Medium
20251030-1901,Witness,Low
20251030-1902,Expert,High
20251030-1906,Witness,Medium
20251030-1906,Witness,Low
20251030-1906,Expert,Low
20251030-1906,Victim,Medium
20251030-1908,Victim,Low
20251030-1908,Victim,Medium
20251030-1908,Victim,Medium
20251030-1909,Victim,Medium
20251030-1909,Victim,High
20251030-1910,Victim,Medium
20251030-1913,Witness,High
20251030-1913,Expert,High
20251030-1913,Expert,Low
20251030-1917,Witness,Low
20251030-1917,Victim,Medium
20251030-1918,Victim,Medium
20251030-1918,Expert,Medium
20251030-1919,Victim,Medium
20251030-1919,Victim,Medium
20251030-1919,Victim,High
20251030-1919,Witness,Low
20251030-1920,Victim,High
20251030-1920,Victim,Medium
20251030-1922,Witness,High
20251030-1922,Witness,Medium
20251030-1922,Witness,High
20251030-1923,Expert,High
20251030-1923,Expert,Low
20251030-1925,Witness,Low
20251030-1925,Expert,Medium
20251030-1925,Expert,Medium
20251030-1926,Witness,High
20251030-1926,Victim,High
20251030-1927,Witness,Low
20251030-1929,Victim,Medium
20251030-1929,Victim,Low
20251030-1930,Witness,Medium
20251030-1930,Victim,Medium
20251030-1930,Expert,Low
20251030-1930,Witness,Low
20251030-1931,Expert,Medium
20251030-1931,Witness,Low
20251030-1931,Expert,Low
20251030-1931,Victim,Medium
20251030-1932,Witness,Medium
20251030-1932,Victim,High
20251030-1939,Expert,Low
20251030-1939,Expert,Low
20251030-1942,Witness,High
20251030-1942,Victim,Medium
20251030-1943,Expert,Low
20251030-1945,Expert,High
20251030-1945,Expert,Low
20251030-1946,Expert,High
20251030-1947,Victim,Low
20251030-1947,Witness,High
20251030-1947,Expert,Low
20251030-1949,Victim,High
20251030-1949,Witness,Medium
20251030-1949,Expert,Low
20251030-1951,Expert,Medium
20251030-1951,Witness,Medium
20251030-1951,Expert,Medium
20251030-1952,Witness,Medium
20251030-1952,Expert,Medium
20251030-1952,Victim,Low
20251030-1953,Victim,High
20251030-1956,Expert,Low
20251030-1957,Victim,Medium
20251030-1957,Witness,Low
20251030-1957,Victim,Low
20251030-1957,Victim,Medium
20251030-1959,Witness,Low
20251030-1959,Victim,Low
20251030-1959,Witness,High
20251030-1960,Expert,Medium
20251030-1962,Victim,Medium
20251030-1963,Victim,Low
20251030-1963,Expert,Low
20251030-1963,Witness,Medium
20251030-1965,Victim,High
20251030-1968,Victim,High
