case_id,evidence_type,collection_date,status
20251030-1208,Document,2024-10-26 15:26:28,Analyzed
20251030-1209,Document,2023-08-27 04:44:09,Collected
20251030-1209,Photographic,2023-08-31 04:44:09,Collected
20251030-1209,Physical,2023-08-22 04:44:09,In Analysis
20251030-1209,Document,2023-08-21 04:44:09,In Analysis
20251030-1212,Photographic,2023-06-26 12:03:44,Collected
20251030-1214,Digital,2024-03-25 18:12:02,In Analysis
20251030-1216,Document,2023-06-06 21:04:58,Collected
20251030-1216,Physical,2023-06-04 21:04:58,In Analysis
20251030-1216,Document,2023-05-31 21:04:58,In Analysis
20251030-1217,Photographic,2023-02-19 18:51:29,In Analysis
20251030-1217,Physical,2023-02-21 18:51:29,In Analysis
20251030-1217,Physical,2023-02-12 18:51:29,In Analysis
20251030-1219,Physical,2023-06-27 13:42:53,In Analysis
20251030-1219,Digital,2023-06-18 13:42:53,Analyzed
20251030-1219,Photographic,2023-06-21 13:42:53,Collected
20251030-1221,Digital,2024-09-15 18:02:04,In Analysis
20251030-1221,Digital,2024-09-13 18:02:04,Analyzed
20251030-1223,Digital,2024-06-23 01:03:47,Collected
20251030-1223,Document,2024-06-27 01:03:47,Analyzed
20251030-1223,Digital,2024-06-30 01:03:47,Collected
20251030-1227,Photographic,2024-08-20 14:42:03,In Analysis
20251030-1227,Digital,2024-08-28 14:42:03,In Analysis
20251030-1228,Photographic,2023-12-17 21:21:14,In Analysis
20251030-1228,Physical,2023-12-14 21:21:14,In Analysis
20251030-1228,Photographic,2023-12-11 21:21:14,Analyzed
20251030-1228,Digital,2023-12-18 21:21:14,Analyzed
20251030-1229,Digital,2024-01-20 15:00:24,Analyzed
20251030-1229,Physical,2024-01-17 15:00:24,In Analysis
20251030-1229,Document,2024-01-23 15:00:24,In Analysis
20251030-1229,Digital,2024-01-19 15:00:24,In Analysis
20251030-1230,Physical,2023-11-26 09:55:36,In Analysis
20251030-1230,Document,2023-12-02 09:55:36,Analyzed
20251030-1230,Photographic,2023-11-28 09:55:36,In Analysis
20251030-1232,Digital,2024-09-15 21:36:36,Analyzed
20251030-1232,Digital,2024-09-14 21:36:36,In Analysis
20251030-1232,Digital,2024-09-16 21:36:36,Analyzed
20251030-1232,Document,2024-09-23 21:36:36,In Analysis
20251030-1234,Physical,2024-03-01 20:54:12,In Analysis
20251030-1234,Physical,2024-03-08 20:54:12,In Analysis
20251030-1239,Document,2024-04-26 17:34:44,In Analysis
20251030-1241,Digital,2023-12-25 15:12:21,Collected
20251030-1243,Digital,2024-06-16 15:48:04,Collected
20251030-1243,Photographic,2024-06-16 15:48:04,In Analysis
20251030-1245,Digital,2024-02-02 22:24:44,Analyzed
20251030-1247,Document,2023-06-11 07:47:22,Collected
20251030-1247,Photographic,2023-06-03 07:47:22,Collected
20251030-1247,Physical,2023-06-04 07:47:22,Collected
20251030-1247,Digital,2023-06-09 07:47:22,Analyzed
20251030-1248,Photographic,2024-12-23 06:45:01,Collected
20251030-1248,Physical,2024-12-20 06:45:01,In Analysis
20251030-1249,Digital,2023-04-08 05:32:13,Analyzed
20251030-1251,Document,2023-07-04 10:10:15,Analyzed
20251030-1251,Digital,2023-07-04 10:10:15,In Analysis
20251030-1253,Photographic,2023-10-23 12:20:41,Collected
20251030-1254,Photographic,2024-10-31 21:22:22,In Analysis
20251030-1254,Physical,2024-11-01 21:22:22,In Analysis
20251030-1254,Document,2024-11-05 21:22:22,Analyzed
20251030-1254,Physical,2024-11-08 21:22:22,Analyzed
20251030-1255,Digital,2023-04-06 20:19:56,Analyzed
20251030-1255,Digital,2023-04-02 20:19:56,Analyzed
20251030-1256,Photographic,2023-04-14 20:03:00,Collected
20251030-1256,Digital,2023-04-13 20:03:00,In Analysis
20251030-1256,Physical,2023-04-15 20:03:00,In Analysis
20251030-1256,Digital,2023-04-14 20:03:00,In Analysis
20251030-1259,Physical,2023-12-05 16:19:52,In Analysis
20251030-1259,Photographic,2023-12-05 16:19:52,Analyzed
20251030-1259,Physical,2023-12-15 16:19:52,Analyzed
20251030-1262,Document,2024-03-02 11:15:33,Analyzed
20251030-1262,Digital,2024-02-28 11:15:33,Analyzed
20251030-1265,Photographic,2023-02-03 20:17:41,In Analysis
20251030-1268,Physical,2023-01-23 04:31:02,Collected
20251030-1268,Digital,2023-01-23 04:31:02,Analyzed
20251030-1268,Digital,2023-01-18 04:31:02,Collected
20251030-1271,Digital,2024-06-16 16:48:36,Analyzed
20251030-1271,Digital,2024-06-16 16:48:36,Collected
20251030-1271,Digital,2024-06-11 16:48:36,Collected
20251030-1271,Document,2024-06-13 16:48:36,Analyzed
20251030-1273,Photographic,2023-02-15 15:27:49,Analyzed
20251030-1273,Photographic,2023-02-15 15:27:49,Collected
20251030-1276,Document,2023-07-20 07:19:51,Collected
20251030-1276,Photographic,2023-07-14 07:19:51,In Analysis
20251030-1276,Digital,2023-07-17 07:19:51,Collected
20251030-1276,Document,2023-07-20 07:19:51,In Analysis
20251030-1277,Physical,2024-11-26 17:33:56,Analyzed
20251030-1277,Document,2024-11-27 17:33:56,Collected
20251030-1282,Document,2024-07-04 21:08:02,In Analysis
20251030-1282,Digital,2024-07-05 21:08:02,In Analysis
20251030-1283,Physical,2023-01-13 13:57:53,In Analysis
20251030-1283,Digital,2023-01-10 13:57:53,In Analysis
20251030-1283,Photographic,2023-01-15 13:57:53,Collected
20251030-1283,Physical,2023-01-13 13:57:53,Collected
20251030-1285,Digital,2024-08-12 05:14:51,Collected
20251030-1285,Digital,2024-08-09 05:14:51,In Analysis
20251030-1286,Document,2023-07-25 18:01:09,Collected
20251030-1286,Document,2023-07-25 18:01:09,Collected
20251030-1286,Document,2023-08-01 18:01:09,Collected
20251030-1286,Document,2023-07-25 18:01:09,Collected
20251030-1287,Physical,2024-10-01 14:06:49,Collected
20251030-1287,Physical,2024-10-05 14:06:49,Collected
20251030-1288,Digital,2023-07-26 16:48:46,In Analysis
20251030-1288,Physical,2023-08-04 16:48:46,In Analysis
20251030-1288,Photographic,2023-08-01 16:48:46,In Analysis
20251030-1288,Photographic,2023-07-31 16:48:46,In Analysis
20251030-1289,Document,2023-02-02 18:32:07,In Analysis
20251030-1289,Digital,2023-02-06 18:32:07,Collected
20251030-1289,Physical,2023-02-09 18:32:07,In Analysis
20251030-1289,Digital,2023-02-11 18:32:07,Analyzed
20251030-1290,Document,2025-01-01 19:43:36,Collected
20251030-1290,Document,2024-12-30 19:43:36,Collected
20251030-1290,Photographic,2024-12-28 19:43:36,In Analysis
20251030-1291,Digital,2024-07-19 12:32:45,Analyzed
20251030-1291,Photographic,2024-07-18 12:32:45,Analyzed
20251030-1291,Photographic,2024-07-25 12:32:45,In Analysis
20251030-1293,Photographic,2023-07-23 11:06:26,Collected
20251030-1294,Photographic,2023-07-15 09:31:55,Collected
20251030-1294,Digital,2023-07-18 09:31:55,Collected
20251030-1294,Photographic,2023-07-08 09:31:55,Collected
20251030-1294,Physical,2023-07-09 09:31:55,In Analysis
20251030-1300,Photographic,2024-07-22 04:50:37,Analyzed
20251030-1300,Physical,2024-07-29 04:50:37,Collected
20251030-1300,Physical,2024-07-25 04:50:37,Analyzed
20251030-1300,Physical,2024-07-20 04:50:37,Analyzed
20251030-1303,Digital,2024-08-26 17:14:00,In Analysis
20251030-1303,Photographic,2024-08-29 17:14:00,In Analysis
20251030-1303,Physical,2024-08-26 17:14:00,Analyzed
20251030-1306,Digital,2024-10-08 17:54:28,Collected
20251030-1306,Photographic,2024-10-10 17:54:28,Collected
20251030-1306,Physical,2024-10-12 17:54:28,Analyzed
20251030-1306,Document,2024-10-12 17:54:28,Analyzed
20251030-1307,Digital,2023-01-31 12:33:34,Analyzed
20251030-1308,Physical,2023-05-05 14:56:45,Analyzed
20251030-1308,Document,2023-05-03 14:56:45,Collected
20251030-1308,Document,2023-04-30 14:56:45,In Analysis
20251030-1308,Physical,2023-04-29 14:56:45,Collected
20251030-1310,Digital,2023-12-12 19:59:16,Collected
20251030-1311,Document,2024-04-23 04:19:33,In Analysis
20251030-1311,Physical,2024-04-23 04:19:33,In Analysis
20251030-1311,Physical,2024-04-17 04:19:33,In Analysis
20251030-1317,Digital,2023-01-22 04:06:56,In Analysis
20251030-1321,Document,2023-12-08 21:47:52,Analyzed
20251030-1321,Document,2023-12-08 21:47:52,Collected
20251030-1322,Photographic,2025-01-02 13:30:40,Collected
20251030-1322,Document,2024-12-28 13:30:40,Analyzed
20251030-1322,Digital,2024-12-28 13:30:40,Collected
20251030-1329,Physical,2023-01-18 12:27:00,Analyzed
20251030-1330,Document,2024-07-01 17:20:29,In Analysis
20251030-1334,Document,2023-12-31 00:54:59,In Analysis
20251030-1334,Digital,2024-01-06 00:54:59,In Analysis
20251030-1334,Digital,2024-01-06 00:54:59,Analyzed
20251030-1334,Document,2024-01-05 00:54:59,In Analysis
20251030-1337,Digital,2023-02-07 15:50:49,In Analysis
20251030-1337,Document,2023-02-16 15:50:49,Collected
20251030-1337,Digital,2023-02-07 15:50:49,Collected
20251030-1338,Photographic,2024-07-06 15:27:13,In Analysis
20251030-1338,Digital,2024-06-29 15:27:13,Collected
20251030-1339,Physical,2023-10-30 05:24:44,Collected
20251030-1340,Document,2024-10-22 18:39:38,In Analysis
20251030-1340,Physical,2024-10-23 18:39:38,Collected
20251030-1340,Document,2024-10-22 18:39:38,In Analysis
20251030-1342,Document,2024-03-23 14:07:28,Collected
20251030-1342,Digital,2024-03-30 14:07:28,In Analysis
20251030-1342,Photographic,2024-03-29 14:07:28,In Analysis
20251030-1342,Digital,2024-03-29 14:07:28,In Analysis
20251030-1343,Document,2023-05-23 23:55:36,Analyzed
20251030-1343,Document,2023-05-24 23:55:36,In Analysis
20251030-1343,Photographic,2023-05-20 23:55:36,In Analysis
20251030-1344,Photographic,2023-10-24 12:59:34,In Analysis
20251030-1348,Document,2023-06-29 10:07:19,In Analysis
20251030-1348,Digital,2023-07-04 10:07:19,In Analysis
20251030-1352,Document,2024-06-28 08:07:40,In Analysis
20251030-1352,Physical,2024-06-24 08:07:40,Collected
20251030-1352,Document,2024-06-26 08:07:40,In Analysis
20251030-1352,Photographic,2024-07-03 08:07:40,Analyzed
20251030-1353,Document,2024-10-07 19:31:43,Analyzed
20251030-1353,Physical,2024-10-07 19:31:43,Analyzed
20251030-1353,Photographic,2024-10-05 19:31:43,Collected
20251030-1353,Physical,2024-10-01 19:31:43,In Analysis
20251030-1359,Digital,2023-05-20 21:56:01,Analyzed
20251030-1359,Document,2023-05-15 21:56:01,Analyzed
20251030-1364,Photographic,2024-12-07 16:17:44,Analyzed
20251030-1364,Document,2024-12-13 16:17:44,In Analysis
20251030-1364,Digital,2024-12-15 16:17:44,In Analysis
20251030-1364,Physical,2024-12-07 16:17:44,In Analysis
20251030-1366,Document,2024-12-15 16:51:49,In Analysis
20251030-1373,Photographic,2024-03-25 19:40:48,Collected
20251030-1373,Digital,2024-03-17 19:40:48,In Analysis
20251030-1373,Document,2024-03-22 19:40:48,Analyzed
20251030-1380,Document,2024-11-21 19:01:42,Collected
20251030-1380,Document,2024-11-14 19:01:42,Collected
20251030-1381,Physical,2023-09-15 23:25:29,Analyzed
20251030-1381,Photographic,2023-09-22 23:25:29,In Analysis
20251030-1381,Photographic,2023-09-22 23:25:29,Collected
20251030-1381,Digital,2023-09-17 23:25:29,In Analysis
20251030-1383,Physical,2024-09-29 22:30:44,In Analysis
20251030-1383,Photographic,2024-10-06 22:30:44,Collected
20251030-1383,Digital,2024-10-07 22:30:44,In Analysis
20251030-1385,Photographic,2024-03-04 05:05:00,In Analysis
20251030-1385,Photographic,2024-02-28 05:05:00,Analyzed
20251030-1385,Photographic,2024-02-26 05:05:00,Analyzed
20251030-1385,Photographic,2024-03-02 05:05:00,Collected
20251030-1386,Document,2023-07-22 21:14:50,In Analysis
20251030-1386,Digital,2023-07-20 21:14:50,Analyzed
20251030-1392,Document,2024-05-30 13:31:12,Collected
20251030-1395,Digital,2024-05-04 13:12:42,Collected
20251030-1395,Document,2024-05-06 13:12:42,Collected
20251030-1395,Photographic,2024-05-04 13:12:42,Analyzed
20251030-1395,Photographic,2024-05-07 13:12:42,Collected
20251030-1399,Document,2024-03-02 18:24:40,Analyzed
20251030-1399,Digital,2024-02-25 18:24:40,In Analysis
20251030-1402,Physical,2023-02-01 16:28:27,In Analysis
20251030-1402,Photographic,2023-02-04 16:28:27,In Analysis
20251030-1402,Physical,2023-02-10 16:28:27,Collected
20251030-1402,Photographic,2023-02-06 16:28:27,Collected
20251030-1403,Document,2024-09-03 15:54:12,Analyzed
20251030-1403,Document,2024-09-07 15:54:12,Collected
20251030-1403,Physical,2024-09-09 15:54:12,Analyzed
20251030-1404,Digital,2024-12-21 15:20:19,Analyzed
20251030-1404,Digital,2024-12-22 15:20:19,Analyzed
20251030-1405,Physical,2023-06-07 07:17:31,Analyzed
20251030-1405,Document,2023-06-07 07:17:31,Collected
20251030-1406,Physical,2024-01-11 07:17:25,In Analysis
20251030-1406,Document,2024-01-13 07:17:25,In Analysis
20251030-1406,Photographic,2024-01-14 07:17:25,Collected
20251030-1407,Digital,2024-12-29 21:10:09,Collected
20251030-1407,Physical,2024-12-26 21:10:09,Collected
20251030-1407,Document,2025-01-05 21:10:09,In Analysis
20251030-1410,Digital,2023-04-28 20:19:29,Analyzed
20251030-1412,Digital,2024-07-07 21:45:10,Analyzed
20251030-1412,Photographic,2024-07-03 21:45:10,Collected
20251030-1413,Document,2023-08-30 18:35:12,Collected
20251030-1413,Photographic,2023-09-05 18:35:12,In Analysis
20251030-1413,Physical,2023-09-02 18:35:12,Collected
20251030-1413,Digital,2023-09-03 18:35:12,Analyzed
20251030-1416,Physical,2023-05-08 17:31:04,In Analysis
20251030-1417,Digital,2023-11-04 07:35:34,In Analysis
20251030-1417,Digital,2023-11-06 07:35:34,In Analysis
20251030-1417,Physical,2023-11-08 07:35:34,Analyzed
20251030-1419,Physical,2023-03-31 04:10:31,In Analysis
20251030-1420,Digital,2023-08-17 21:13:22,Collected
20251030-1420,Physical,2023-08-12 21:13:22,In Analysis
20251030-1420,Document,2023-08-08 21:13:22,Collected
20251030-1421,Photographic,2024-06-07 13:49:45,Analyzed
20251030-1421,Physical,2024-06-13 13:49:45,In Analysis
20251030-1422,Photographic,2023-03-05 08:03:51,In Analysis
20251030-1422,Document,2023-03-06 08:03:51,Collected
20251030-1422,Physical,2023-03-06 08:03:51,Collected
20251030-1422,Document,2023-03-04 08:03:51,Analyzed
20251030-1427,Photographic,2023-09-19 20:32:18,Analyzed
20251030-1429,Digital,2023-09-04 07:02:51,Collected
20251030-1429,Digital,2023-09-03 07:02:51,Analyzed
20251030-1429,Physical,2023-08-28 07:02:51,Collected
20251030-1429,Photographic,2023-08-29 07:02:51,Analyzed
20251030-1431,Digital,2023-10-05 22:20:02,Collected
20251030-1431,Document,2023-10-06 22:20:02,Collected
20251030-1431,Photographic,2023-10-11 22:20:02,Analyzed
20251030-1431,Physical,2023-10-12 22:20:02,In Analysis
20251030-1439,Physical,2023-04-17 19:35:30,In Analysis
20251030-1439,Photographic,2023-04-10 19:35:30,Analyzed
20251030-1439,Physical,2023-04-09 19:35:30,In Analysis
20251030-1446,Document,2023-06-25 07:43:50,In Analysis
20251030-1448,Digital,2023-01-27 22:36:43,In Analysis
20251030-1448,Digital,2023-01-19 22:36:43,Analyzed
20251030-1448,Digital,2023-01-25 22:36:43,Collected
20251030-1448,Digital,2023-01-26 22:36:43,Collected
20251030-1453,Digital,2024-12-04 22:14:35,Collected
20251030-1453,Digital,2024-12-02 22:14:35,In Analysis
20251030-1453,Physical,2024-12-03 22:14:35,In Analysis
20251030-1454,Photographic,2024-04-10 18:12:27,Analyzed
20251030-1454,Digital,2024-04-09 18:12:27,In Analysis
20251030-1454,Physical,2024-04-07 18:12:27,In Analysis
20251030-1454,Document,2024-04-08 18:12:27,Analyzed
20251030-1456,Document,2024-05-24 17:14:41,Collected
20251030-1457,Physical,2023-05-09 17:31:45,Collected
20251030-1457,Digital,2023-05-04 17:31:45,Collected
20251030-1458,Document,2024-11-12 17:39:09,In Analysis
20251030-1459,Document,2024-01-20 13:16:16,Collected
20251030-1461,Photographic,2024-05-13 20:32:04,Collected
20251030-1461,Document,2024-05-07 20:32:04,In Analysis
20251030-1461,Physical,2024-05-11 20:32:04,Analyzed
20251030-1464,Document,2024-11-22 16:39:31,Analyzed
20251030-1464,Digital,2024-11-16 16:39:31,Collected
20251030-1464,Document,2024-11-17 16:39:31,Analyzed
20251030-1464,Document,2024-11-23 16:39:31,In Analysis
20251030-1468,Physical,2023-09-15 19:40:22,In Analysis
20251030-1468,Document,2023-09-19 19:40:22,Collected
20251030-1469,Photographic,2024-01-23 21:19:42,In Analysis
20251030-1469,Physical,2024-01-28 21:19:42,Collected
20251030-1469,Physical,2024-01-31 21:19:42,Collected
20251030-1471,Digital,2024-02-02 20:25:00,In Analysis
20251030-1471,Physical,2024-01-28 20:25:00,Collected
20251030-1471,Photographic,2024-01-28 20:25:00,Analyzed
20251030-1472,Document,2024-02-22 03:43:12,In Analysis
20251030-1472,Document,2024-02-14 03:43:12,Collected
20251030-1473,Document,2024-07-25 05:01:11,Analyzed
20251030-1473,Document,2024-07-22 05:01:11,Analyzed
20251030-1475,Photographic,2023-11-17 09:31:02,Collected
20251030-1477,Photographic,2024-02-11 15:57:33,Analyzed
20251030-1477,Digital,2024-02-10 15:57:33,Collected
20251030-1477,Digital,2024-02-05 15:57:33,Analyzed
20251030-1478,Document,2024-09-18 12:55:28,Collected
20251030-1482,Digital,2023-01-11 04:13:48,Collected
20251030-1482,Photographic,2023-01-11 04:13:48,Analyzed
20251030-1482,Physical,2023-01-15 04:13:48,Collected
20251030-1484,Digital,2023-10-17 17:10:52,In Analysis
20251030-1484,Physical,2023-10-13 17:10:52,In Analysis
20251030-1484,Photographic,2023-10-17 17:10:52,Analyzed
20251030-1484,Physical,2023-10-12 17:10:52,Collected
20251030-1489,Photographic,2024-06-12 15:45:55,Analyzed
20251030-1489,Physical,2024-06-11 15:45:55,Collected
20251030-1493,Digital,2023-03-11 09:33:02,In Analysis
20251030-1493,Physical,2023-03-06 09:33:02,In Analysis
20251030-1493,Physical,2023-03-08 09:33:02,In Analysis
20251030-1497,Photographic,2024-01-08 12:36:37,In Analysis
20251030-1497,Document,2024-01-06 12:36:37,Analyzed
20251030-1497,Document,2024-01-05 12:36:37,In Analysis
20251030-1497,Photographic,2024-01-08 12:36:37,Collected
20251030-1498,Photographic,2023-11-11 11:10:21,Analyzed
20251030-1498,Digital,2023-11-08 11:10:21,In Analysis
20251030-1501,Photographic,2024-03-06 11:19:16,Analyzed
20251030-1501,Physical,2024-02-26 11:19:16,Analyzed
20251030-1502,Photographic,2024-01-07 10:57:28,In Analysis
20251030-1505,Photographic,2024-09-01 06:57:29,Analyzed
20251030-1505,Photographic,2024-09-03 06:57:29,Analyzed
20251030-1505,Document,2024-09-04 06:57:29,Collected
20251030-1506,Physical,2024-05-04 17:03:41,Analyzed
20251030-1506,Photographic,2024-05-06 17:03:41,Analyzed
20251030-1506,Digital,2024-05-01 17:03:41,In Analysis
20251030-1506,Document,2024-05-09 17:03:41,In Analysis
20251030-1507,Document,2024-07-29 04:17:45,In Analysis
20251030-1509,Physical,2024-07-26 17:39:53,Collected
20251030-1510,Digital,2024-01-18 17:48:17,In Analysis
20251030-1510,Digital,2024-01-18 17:48:17,In Analysis
20251030-1512,Digital,2023-09-12 20:24:23,In Analysis
20251030-1513,Document,2024-01-30 08:35:08,Analyzed
20251030-1514,Physical,2023-06-01 14:58:53,Collected
20251030-1514,Physical,2023-06-02 14:58:53,Analyzed
20251030-1514,Physical,2023-06-05 14:58:53,Collected
20251030-1514,Photographic,2023-06-11 14:58:53,Analyzed
20251030-1515,Photographic,2024-09-28 20:21:52,Collected
20251030-1516,Photographic,2024-06-05 16:08:21,In Analysis
20251030-1516,Physical,2024-06-03 16:08:21,Analyzed
20251030-1517,Physical,2024-04-10 00:58:16,In Analysis
20251030-1518,Digital,2024-02-04 14:47:38,Analyzed
20251030-1518,Digital,2024-01-29 14:47:38,In Analysis
20251030-1518,Document,2024-02-03 14:47:38,Collected
20251030-1519,Physical,2024-10-31 17:06:38,Analyzed
20251030-1520,Photographic,2023-01-25 22:51:06,In Analysis
20251030-1520,Photographic,2023-01-25 22:51:06,Collected
20251030-1520,Photographic,2023-01-19 22:51:06,In Analysis
20251030-1524,Photographic,2023-07-17 11:20:31,Collected
20251030-1524,Photographic,2023-07-19 11:20:31,Analyzed
20251030-1524,Physical,2023-07-19 11:20:31,Collected
20251030-1525,Physical,2024-11-28 17:51:15,In Analysis
20251030-1527,Photographic,2024-09-27 10:43:03,In Analysis
20251030-1527,Document,2024-10-03 10:43:03,Analyzed
20251030-1527,Physical,2024-10-02 10:43:03,Collected
20251030-1528,Document,2023-10-10 06:45:51,Collected
20251030-1528,Document,2023-10-14 06:45:51,Analyzed
20251030-1528,Document,2023-10-09 06:45:51,In Analysis
20251030-1529,Physical,2024-08-14 20:10:21,Analyzed
20251030-1529,Photographic,2024-08-06 20:10:21,Collected
20251030-1534,Physical,2023-01-21 18:56:00,In Analysis
20251030-1534,Physical,2023-01-20 18:56:00,Collected
20251030-1534,Document,2023-01-21 18:56:00,Analyzed
20251030-1534,Photographic,2023-01-21 18:56:00,Analyzed
20251030-1537,Digital,2024-03-30 19:59:53,In Analysis
20251030-1537,Photographic,2024-03-27 19:59:53,In Analysis
20251030-1538,Digital,2024-09-12 06:35:20,Collected
20251030-1539,Document,2024-11-18 18:33:51,In Analysis
20251030-1540,Physical,2024-09-06 18:02:01,Collected
20251030-1540,Digital,2024-09-04 18:02:01,In Analysis
20251030-1544,Photographic,2025-01-09 19:39:36,Collected
20251030-1544,Digital,2025-01-02 19:39:36,In Analysis
20251030-1544,Photographic,2025-01-05 19:39:36,Analyzed
20251030-1544,Digital,2025-01-10 19:39:36,Collected
20251030-1545,Physical,2023-07-19 11:19:57,In Analysis
20251030-1545,Physical,2023-07-26 11:19:57,Analyzed
20251030-1548,Photographic,2023-07-21 06:08:16,Analyzed
20251030-1548,Physical,2023-07-16 06:08:16,Collected
20251030-1548,Physical,2023-07-23 06:08:16,In Analysis
20251030-1550,Document,2023-06-12 10:25:37,Analyzed
20251030-1550,Physical,2023-06-16 10:25:37,Analyzed
20251030-1550,Digital,2023-06-18 10:25:37,In Analysis
20251030-1550,Photographic,2023-06-16 10:25:37,In Analysis
20251030-1553,Physical,2023-02-16 13:23:10,Analyzed
20251030-1553,Photographic,2023-02-20 13:23:10,Collected
20251030-1553,Digital,2023-02-19 13:23:10,Analyzed
20251030-1553,Document,2023-02-23 13:23:10,Analyzed
20251030-1555,Physical,2023-09-08 09:48:02,In Analysis
20251030-1556,Document,2023-11-03 08:43:30,Collected
20251030-1556,Document,2023-11-02 08:43:30,In Analysis
20251030-1556,Physical,2023-11-05 08:43:30,Collected
20251030-1558,Digital,2024-06-10 06:48:32,In Analysis
20251030-1558,Document,2024-06-05 06:48:32,Analyzed
20251030-1558,Physical,2024-06-13 06:48:32,Collected
20251030-1558,Physical,2024-06-14 06:48:32,Analyzed
20251030-1561,Physical,2023-01-27 18:23:26,Analyzed
20251030-1561,Digital,2023-01-31 18:23:26,In Analysis
20251030-1561,Document,2023-01-28 18:23:26,In Analysis
20251030-1564,Digital,2023-09-06 19:36:18,Collected
20251030-1566,Physical,2023-12-06 01:11:36,In Analysis
20251030-1569,Document,2024-03-23 22:40:16,In Analysis
20251030-1569,Document,2024-03-21 22:40:16,Analyzed
20251030-1569,Document,2024-03-26 22:40:16,In Analysis
20251030-1569,Physical,2024-03-27 22:40:16,In Analysis
20251030-1571,Physical,2023-08-26 18:40:09,Collected
20251030-1571,Document,2023-08-28 18:40:09,In Analysis
20251030-1571,Digital,2023-08-31 18:40:09,In Analysis
20251030-1571,Physical,2023-08-29 18:40:09,In Analysis
20251030-1572,Physical,2023-08-21 16:25:28,Analyzed
20251030-1572,Digital,2023-08-30 16:25:28,Analyzed
20251030-1574,Photographic,2024-04-24 19:01:27,Analyzed
20251030-1574,Physical,2024-04-30 19:01:27,Collected
20251030-1576,Photographic,2024-08-17 20:07:50,In Analysis
20251030-1576,Digital,2024-08-23 20:07:50,In Analysis
20251030-1576,Digital,2024-08-26 20:07:50,Collected
20251030-1576,Digital,2024-08-24 20:07:50,Analyzed
20251030-1579,Physical,2024-02-08 21:28:21,Collected
20251030-1579,Physical,2024-02-08 21:28:21,Analyzed
20251030-1580,Photographic,2024-03-20 17:36:46,Collected
20251030-1580,Digital,2024-03-23 17:36:46,In Analysis
20251030-1580,Document,2024-03-23 17:36:46,In Analysis
20251030-1580,Physical,2024-03-26 17:36:46,In Analysis
20251030-1582,Photographic,2024-06-10 17:27:39,Analyzed
20251030-1582,Photographic,2024-06-01 17:27:39,In Analysis
20251030-1582,Photographic,2024-05-31 17:27:39,Collected
20251030-1582,Document,2024-06-03 17:27:39,In Analysis
20251030-1584,Physical,2023-06-24 18:48:03,Collected
20251030-1584,Document,2023-06-19 18:48:03,Collected
20251030-1585,Photographic,2023-05-31 17:46:16,Analyzed
20251030-1586,Document,2024-04-01 15:11:50,In Analysis
20251030-1586,Document,2024-04-06 15:11:50,Analyzed
20251030-1586,Photographic,2024-04-08 15:11:50,Collected
20251030-1589,Photographic,2024-08-27 05:42:18,Analyzed
20251030-1589,Photographic,2024-09-02 05:42:18,Collected
20251030-1590,Physical,2023-07-07 08:23:41,Analyzed
20251030-1590,Digital,2023-07-05 08:23:41,Analyzed
20251030-1591,Digital,2024-12-28 13:13:06,In Analysis
20251030-1591,Physical,2024-12-24 13:13:06,Collected
20251030-1593,Photographic,2024-09-22 06:59:27,Analyzed
20251030-1593,Digital,2024-09-28 06:59:27,In Analysis
20251030-1593,Physical,2024-09-18 06:59:27,Analyzed
20251030-1594,Photographic,2024-01-28 12:55:34,Collected
20251030-1594,Photographic,2024-01-27 12:55:34,Collected
20251030-1594,Digital,2024-01-28 12:55:34,Collected
20251030-1595,Document,2024-09-14 08:28:37,Collected
20251030-1599,Physical,2024-08-30 18:23:51,Collected
20251030-1599,Physical,2024-09-02 18:23:51,Analyzed
20251030-1599,Physical,2024-09-01 18:23:51,In Analysis
20251030-1599,Document,2024-09-02 18:23:51,Analyzed
20251030-1600,Digital,2023-04-16 12:56:25,In Analysis
20251030-1601,Digital,2024-10-10 08:34:23,Analyzed
20251030-1601,Physical,2024-10-17 08:34:23,Collected
20251030-1601,Document,2024-10-15 08:34:23,Collected
20251030-1603,Digital,2024-06-16 21:59:58,In Analysis
20251030-1603,Photographic,2024-06-18 21:59:58,Collected
20251030-1603,Photographic,2024-06-15 21:59:58,Collected
20251030-1605,Digital,2024-12-14 21:03:49,Analyzed
20251030-1605,Photographic,2024-12-10 21:03:49,In Analysis
20251030-1605,Physical,2024-12-15 21:03:49,Collected
20251030-1606,Document,2024-05-24 21:30:24,In Analysis
20251030-1606,Photographic,2024-05-14 21:30:24,In Analysis
20251030-1606,Physical,2024-05-22 21:30:24,In Analysis
20251030-1606,Document,2024-05-22 21:30:24,In Analysis
20251030-1608,Physical,2023-03-23 05:05:52,Collected
20251030-1608,Document,2023-03-24 05:05:52,Analyzed
20251030-1608,Digital,2023-03-30 05:05:52,Analyzed
20251030-1610,Photographic,2024-04-20 19:08:41,Collected
20251030-1610,Photographic,2024-04-19 19:08:41,In Analysis
20251030-1612,Digital,2023-02-05 15:18:02,Analyzed
20251030-1612,Photographic,2023-02-03 15:18:02,Collected
20251030-1612,Photographic,2023-01-29 15:18:02,In Analysis
20251030-1612,Physical,2023-02-01 15:18:02,In Analysis
20251030-1613,Digital,2023-12-25 23:05:21,Collected
20251030-1615,Document,2024-12-27 21:17:45,In Analysis
